ManufacturerName,DKPartNumber,ProductDescription,QuantityOnHand,AvailableOnOrder,ManfacturerPublicQuantity,UnitPrice,ManufacturerLeadWeeks,StandardPackage,MinimumOrderQuantity,Url,Packaging,Part Status,Capacitance,Tolerance,Voltage - Rated,Type,ESR (Equivalent Series Resistance),Operating Temperature,Lifetime @ Temp.,Mounting Type,Package / Case,Size / Dimension,Height - Seated (Max),Lead Spacing,Manufacturer Size Code,Features,Failure Rate,Notification,Applications,Temperature Coefficient,Thickness (Max),Lead Style,Ratings
"{'Id': '399', 'Text': 'KEMET'}",399-10355-2-ND,CAP TANT POLY 150UF 6.3V 2917,1000,0,0,1.2495,24 weeks,1000,1000,www.digikey.com/product-detail/en/kemet/T520W157M006ATE040/399-10355-2-ND/3760630,Tape & Reel (TR),Active,150µF,±20%,6.3V,Molded,40 mOhm @ 100kHz,-55°C ~ 105°C,2000 Hrs @ 105°C,Surface Mount,2917 (7343 Metric),"0.287"" L x 0.169"" W (7.30mm x 4.30mm)","0.059"" (1.50mm)",-,W,General Purpose,,Current market demand for these product types have resulted in fluctuating and extending lead times. Lead times may differ.,,,,,-
"{'Id': '399', 'Text': 'KEMET'}",399-4112-2-ND,CAP TANT POLY 68UF 10V 2917,1000,0,0,0.53235,5 weeks,1000,1000,www.digikey.com/product-detail/en/kemet/T520V686M010ATE060/399-4112-2-ND/818973,Tape & Reel (TR),Active,68µF,±20%,10V,Molded,60 mOhm @ 100kHz,-55°C ~ 105°C,2000 Hrs @ 105°C,Surface Mount,2917 (7343 Metric),"0.287"" L x 0.169"" W (7.30mm x 4.30mm)","0.075"" (1.90mm)",-,V,General Purpose,,Current market demand for these product types have resulted in fluctuating and extending lead times. Lead times may differ.,,,,,-
"{'Id': '399', 'Text': 'KEMET'}",399-16635-2-ND,CAP TANT POLY 10UF 50V SMD,0,1000,0,0.924,21 weeks,500,500,www.digikey.com/product-detail/en/kemet/T521D106M050ATE120/399-16635-2-ND/8042247,Tape & Reel (TR),Active,10µF,±20%,50V,Molded,120 mOhm @ 100kHz,-55°C ~ 125°C,2000 Hrs @ 125°C,Surface Mount,2917 (7343 Metric),"0.287"" L x 0.169"" W (7.30mm x 4.30mm)","0.122"" (3.10mm)",-,D,General Purpose,,,,,,,-
"{'Id': '399', 'Text': 'KEMET'}",399-16637-2-ND,CAP TANT POLY 22UF 50V SMD,0,0,0,2.352,21 weeks,500,500,www.digikey.com/product-detail/en/kemet/T521D226M035ATE060/399-16637-2-ND/8042249,Tape & Reel (TR),Active,22µF,±20%,50V,Molded,60 mOhm @ 100kHz,-55°C ~ 125°C,2000 Hrs @ 125°C,Surface Mount,2917 (7343 Metric),"0.287"" L x 0.169"" W (7.30mm x 4.30mm)","0.122"" (3.10mm)",-,D,General Purpose,,,,,,,-
"{'Id': '399', 'Text': 'KEMET'}",399-10341-2-ND,CAP TANT POLY 220UF 6.3V 2917,4500,0,0,0.76756,22 weeks,500,500,www.digikey.com/product-detail/en/kemet/T520D227M006ATE015/399-10341-2-ND/3760616,Tape & Reel (TR),Active,220µF,±20%,6.3V,Molded,15 mOhm @ 100kHz,-55°C ~ 105°C,2000 Hrs @ 105°C,Surface Mount,2917 (7343 Metric),"0.287"" L x 0.169"" W (7.30mm x 4.30mm)","0.122"" (3.10mm)",-,D,General Purpose,,Current market demand for these product types have resulted in fluctuating and extending lead times. Lead times may differ.,,,,,-
"{'Id': '399', 'Text': 'KEMET'}",399-12279-2-ND,CAP TANT POLY 330UF 6.3V 2917,0,0,0,0.64082,11 weeks,500,500,www.digikey.com/product-detail/en/kemet/T591D337M006ATE080/399-12279-2-ND/5422980,Tape & Reel (TR),Active,330µF,±20%,6.3V,Molded,80 mOhm @ 100kHz,-55°C ~ 125°C,2000 Hrs @ 105°C,Surface Mount,2917 (7343 Metric),"0.287"" L x 0.169"" W (7.30mm x 4.30mm)","0.122"" (3.10mm)",-,D,General Purpose,,Current market demand for these product types have resulted in fluctuating and extending lead times. Lead times may differ.,,,,,-
"{'Id': '399', 'Text': 'KEMET'}",399-13371-2-ND,CAP TANT POLY 470UF 6.3V 7343,100,0,0,8.2648,18 weeks,100,100,www.digikey.com/product-detail/en/kemet/T543X477M006AHW010D100/399-13371-2-ND/6100181,Tape & Reel (TR),Active,470µF,±20%,6.3V,Molded,10 mOhm @ 100kHz,-55°C ~ 105°C,2000 Hrs @ 105°C,Surface Mount,2917 (7343 Metric),"0.287"" L x 0.169"" W (7.30mm x 4.30mm)","0.169"" (4.30mm)",-,X,High Reliability,,,,,,,COTS
"{'Id': '399', 'Text': 'KEMET'}",399-12346-2-ND,CAP TANTALUM 18UF 50V 2917,0,0,0,1.90312,14 weeks,500,500,www.digikey.com/product-detail/en/kemet/T521X186M050ATE035/399-12346-2-ND/5452624,Tape & Reel (TR),Active,18µF,±20%,50V,Molded,35 mOhm @ 100kHz,-55°C ~ 105°C,2000 Hrs @ 105°C,Surface Mount,2917 (7343 Metric),"0.287"" L x 0.169"" W (7.30mm x 4.30mm)","0.169"" (4.30mm)",-,X,General Purpose,,Current market demand for these product types have resulted in fluctuating and extending lead times. Lead times may differ.,,,,,-
"{'Id': '399', 'Text': 'KEMET'}",399-10336-2-ND,CAP TANT POLY 100UF 10V 2917,1000,0,0,0.83556,13 weeks,500,500,www.digikey.com/product-detail/en/kemet/T520D107M010AHE080/399-10336-2-ND/3760611,Tape & Reel (TR),Active,100µF,±20%,10V,Molded,80 mOhm @ 100kHz,-55°C ~ 105°C,2000 Hrs @ 105°C,Surface Mount,2917 (7343 Metric),"0.287"" L x 0.169"" W (7.30mm x 4.30mm)","0.122"" (3.10mm)",-,D,General Purpose,,Current market demand for these product types have resulted in fluctuating and extending lead times. Lead times may differ.,,,,,-
"{'Id': '399', 'Text': 'KEMET'}",399-9783-2-ND,CAP TANT POLY 470UF 2.5V 2917,0,5000,0,0.95256,22 weeks,1000,1000,www.digikey.com/product-detail/en/kemet/T520V477M2R5ATE007/399-9783-2-ND/3724873,Tape & Reel (TR),Active,470µF,±20%,2.5V,Molded,7 mOhm @ 100kHz,-55°C ~ 105°C,2000 Hrs @ 105°C,Surface Mount,2917 (7343 Metric),"0.287"" L x 0.169"" W (7.30mm x 4.30mm)","0.075"" (1.90mm)",-,V,General Purpose,,Current market demand for these product types have resulted in fluctuating and extending lead times. Lead times may differ.,,,,,-
"{'Id': '399', 'Text': 'KEMET'}",399-16048-2-ND,CAP TANT POLY 150UF 6.3V 2917,500,0,0,0.80326,30 weeks,500,500,www.digikey.com/product-detail/en/kemet/T598D157M006ATE025/399-16048-2-ND/7605119,Tape & Reel (TR),Active,150µF,±20%,6.3V,Molded,25 mOhm @ 100kHz,-55°C ~ 125°C,2000 Hrs @ 105°C,Surface Mount,2917 (7343 Metric),"0.287"" L x 0.169"" W (7.30mm x 4.30mm)","0.122"" (3.10mm)",-,D,General Purpose,,Current market demand for these product types have resulted in fluctuating and extending lead times. Lead times may differ.,,,,,AEC-Q200
"{'Id': '399', 'Text': 'KEMET'}",399-10415-2-ND,CAP TANT POLY 220UF 6.3V 2917,1000,2000,0,0.75285,23 weeks,1000,1000,www.digikey.com/product-detail/en/kemet/T520V227M006ATE015/399-10415-2-ND/3880179,Tape & Reel (TR),Active,220µF,±20%,6.3V,Molded,15 mOhm @ 100kHz,-55°C ~ 105°C,2000 Hrs @ 105°C,Surface Mount,2917 (7343 Metric),"0.287"" L x 0.169"" W (7.30mm x 4.30mm)","0.075"" (1.90mm)",-,V,General Purpose,,Current market demand for these product types have resulted in fluctuating and extending lead times. Lead times may differ.,,,,,-
"{'Id': '399', 'Text': 'KEMET'}",399-10332-2-ND,CAP TANT POLY 33UF 10V 3528,4000,2000,0,0.35018,29 weeks,2000,2000,www.digikey.com/product-detail/en/kemet/T520B336M010ATE035/399-10332-2-ND/3760607,Tape & Reel (TR),Active,33µF,±20%,10V,Molded,35 mOhm @ 100kHz,-55°C ~ 105°C,2000 Hrs @ 105°C,Surface Mount,1411 (3528 Metric),"0.138"" L x 0.110"" W (3.50mm x 2.80mm)","0.083"" (2.10mm)",-,B,General Purpose,,Current market demand for these product types have resulted in fluctuating and extending lead times. Lead times may differ.,,,,,-
"{'Id': '399', 'Text': 'KEMET'}",399-4078-2-ND,CAP TANT POLY 150UF 6.3V 2917,0,1000,0,0.4851,21 weeks,1000,1000,www.digikey.com/product-detail/en/kemet/T520V157M006ATE025/399-4078-2-ND/818939,Tape & Reel (TR),Active,150µF,±20%,6.3V,Molded,25 mOhm @ 100kHz,-55°C ~ 105°C,2000 Hrs @ 105°C,Surface Mount,2917 (7343 Metric),"0.287"" L x 0.169"" W (7.30mm x 4.30mm)","0.075"" (1.90mm)",-,V,General Purpose,,Current market demand for these product types have resulted in fluctuating and extending lead times. Lead times may differ.,,,,,-
"{'Id': '399', 'Text': 'KEMET'}",399-12361-2-ND,CAP TANT POLY 33UF 50V 2917,500,2500,0,7.2181,52 weeks,500,500,www.digikey.com/product-detail/en/kemet/T543X336K050AHE040/399-12361-2-ND/5452639,Tape & Reel (TR),Active,33µF,±10%,50V,Molded,40 mOhm @ 100kHz,-55°C ~ 105°C,2000 Hrs @ 105°C,Surface Mount,2917 (7343 Metric),"0.287"" L x 0.169"" W (7.30mm x 4.30mm)","0.169"" (4.30mm)",-,X,High Reliability,,Current market demand for these product types have resulted in fluctuating and extending lead times. Lead times may differ.,,,,,COTS
"{'Id': '399', 'Text': 'KEMET'}",399-11715-2-ND,CAP TANTALUM 150UF 16V 2917,36000,0,0,1.26,21 weeks,500,500,www.digikey.com/product-detail/en/kemet/T521D157M016ATE050/399-11715-2-ND/5131697,Tape & Reel (TR),Active,150µF,±20%,16V,Molded,50 mOhm @ 100kHz,-55°C ~ 105°C,2000 Hrs @ 105°C,Surface Mount,2917 (7343 Metric),"0.287"" L x 0.169"" W (7.30mm x 4.30mm)","0.122"" (3.10mm)",-,D,General Purpose,,Current market demand for these product types have resulted in fluctuating and extending lead times. Lead times may differ.,,,,,-
"{'Id': '399', 'Text': 'KEMET'}",399-4049-2-ND,CAP TANT POLY 330UF 4V 2917,2000,0,0,0.88284,21 weeks,500,500,www.digikey.com/product-detail/en/kemet/T520D337M004ATE015/399-4049-2-ND/818910,Tape & Reel (TR),Active,330µF,±20%,4V,Molded,15 mOhm @ 100kHz,-55°C ~ 105°C,2000 Hrs @ 105°C,Surface Mount,2917 (7343 Metric),"0.287"" L x 0.169"" W (7.30mm x 4.30mm)","0.122"" (3.10mm)",-,D,General Purpose,,Current market demand for these product types have resulted in fluctuating and extending lead times. Lead times may differ.,,,,,-
"{'Id': '399', 'Text': 'KEMET'}",399-4659-2-ND,CAP TANT POLY 220UF 6.3V 2917,0,2000,0,0.84966,20 weeks,1000,1000,www.digikey.com/product-detail/en/kemet/T520V227M006ATE007/399-4659-2-ND/992050,Tape & Reel (TR),Active,220µF,±20%,6.3V,Molded,7 mOhm @ 100kHz,-55°C ~ 105°C,2000 Hrs @ 105°C,Surface Mount,2917 (7343 Metric),"0.287"" L x 0.169"" W (7.30mm x 4.30mm)","0.075"" (1.90mm)",-,V,General Purpose,,Current market demand for these product types have resulted in fluctuating and extending lead times. Lead times may differ.,,,,,-
"{'Id': '399', 'Text': 'KEMET'}",399-10457-2-ND,CAP TANT POLY 15UF 63V 2917,1000,0,0,6.9049,53 weeks,500,500,www.digikey.com/product-detail/en/kemet/T543X156M063AHE035/399-10457-2-ND/3945646,Tape & Reel (TR),Active,15µF,±20%,63V,Molded,35 mOhm @ 100kHz,-55°C ~ 105°C,2000 Hrs @ 105°C,Surface Mount,2917 (7343 Metric),"0.287"" L x 0.169"" W (7.30mm x 4.30mm)","0.169"" (4.30mm)",-,X,High Reliability,,Current market demand for these product types have resulted in fluctuating and extending lead times. Lead times may differ.,,,,,COTS
"{'Id': '399', 'Text': 'KEMET'}",399-16633-2-ND,CAP TANT POLY 10UF 35V SMD,0,4000,0,2.1025,30 weeks,2000,2000,www.digikey.com/product-detail/en/kemet/T521B106M035ATE150/399-16633-2-ND/8042245,Tape & Reel (TR),Active,10µF,±20%,35V,Molded,150 mOhm @ 100kHz,-55°C ~ 105°C,2000 Hrs @ 105°C,Surface Mount,1411 (3528 Metric),"0.138"" L x 0.110"" W (3.50mm x 2.80mm)","0.083"" (2.10mm)",-,B,General Purpose,,,,,,,-
"{'Id': '399', 'Text': 'KEMET'}",399-10367-2-ND,CAP TANT POLY 470UF 2.5V 2917,12000,10000,0,2.03,5 weeks,1000,1000,www.digikey.com/product-detail/en/kemet/T528Z477M2R5ATE005/399-10367-2-ND/3760642,Tape & Reel (TR),Active,470µF,±20%,2.5V,Molded,5 mOhm @ 100kHz,-55°C ~ 105°C,-,Surface Mount,2917 (7343 Metric),"0.287"" L x 0.169"" W (7.30mm x 4.30mm)","0.067"" (1.70mm)",-,Z,General Purpose,,Current market demand for these product types have resulted in fluctuating and extending lead times. Lead times may differ.,,,,,-
"{'Id': '399', 'Text': 'KEMET'}",399-4039-2-ND,CAP TANT POLY 150UF 10V 2917,86000,0,0,0.7015,21 weeks,500,500,www.digikey.com/product-detail/en/kemet/T520D157M010ATE040/399-4039-2-ND/818900,Tape & Reel (TR),Active,150µF,±20%,10V,Molded,40 mOhm @ 100kHz,-55°C ~ 105°C,2000 Hrs @ 105°C,Surface Mount,2917 (7343 Metric),"0.287"" L x 0.169"" W (7.30mm x 4.30mm)","0.122"" (3.10mm)",-,D,General Purpose,,Current market demand for these product types have resulted in fluctuating and extending lead times. Lead times may differ.,,,,,-
"{'Id': '399', 'Text': 'KEMET'}",399-5759-2-ND,CAP TANTALUM 33UF 25V 2917,21000,11000,0,0.735,21 weeks,1000,1000,www.digikey.com/product-detail/en/kemet/T521V336M025ATE060/399-5759-2-ND/2230999,Tape & Reel (TR),Active,33µF,±20%,25V,Molded,60 mOhm @ 100kHz,-55°C ~ 105°C,2000 Hrs @ 105°C,Surface Mount,2917 (7343 Metric),"0.287"" L x 0.169"" W (7.30mm x 4.30mm)","0.079"" (2.00mm)",-,V,General Purpose,,Current market demand for these product types have resulted in fluctuating and extending lead times. Lead times may differ.,,,,,-
"{'Id': '399', 'Text': 'KEMET'}",399-12104-2-ND,CAP TANT POLY 220UF 10V 2917,0,500,0,0.95054,29 weeks,500,500,www.digikey.com/product-detail/en/kemet/T598D227M010ATE080/399-12104-2-ND/5360984,Tape & Reel (TR),Active,220µF,±20%,10V,Molded,80 mOhm @ 100kHz,-55°C ~ 125°C,1000 Hrs @ 125°C,Surface Mount,2917 (7343 Metric),"0.287"" L x 0.169"" W (7.30mm x 4.30mm)","0.122"" (3.10mm)",-,D,General Purpose,,Current market demand for these product types have resulted in fluctuating and extending lead times. Lead times may differ.,,,,,AEC-Q200
