ManufacturerName,DKPartNumber,ProductDescription,QuantityOnHand,AvailableOnOrder,ManfacturerPublicQuantity,UnitPrice,ManufacturerLeadWeeks,StandardPackage,MinimumOrderQuantity,Url,Packaging,Part Status,Capacitance,Tolerance,Voltage - Rated,Type,ESR (Equivalent Series Resistance),Operating Temperature,Lifetime @ Temp.,Mounting Type,Package / Case,Size / Dimension,Height - Seated (Max),Lead Spacing,Manufacturer Size Code,Features,Failure Rate,Notification,Applications,Temperature Coefficient,Thickness (Max),Lead Style,Ratings
"{'Id': '399', 'Text': 'KEMET'}",399-14798-2-ND,CAP TANT POLY 100UF 20V 2917,1000,1000,0,2.175,21 weeks,1000,1000,www.digikey.com/product-detail/en/kemet/T521V107M020ATE055/399-14798-2-ND/7344699,Tape & Reel (TR),Active,100µF,±20%,20V,Molded,55 mOhm @ 100kHz,-55°C ~ 125°C,2000 Hrs @ 125°C,Surface Mount,2917 (7343 Metric),"0.287"" L x 0.169"" W (7.30mm x 4.30mm)","0.079"" (2.00mm)",-,V,General Purpose,,Current market demand for these product types have resulted in fluctuating and extending lead times. Lead times may differ.,,,,,-
"{'Id': '399', 'Text': 'KEMET'}",399-16044-2-ND,CAP TANT POLY 150UF 16V 2917,500,1000,0,0.9828,29 weeks,500,500,www.digikey.com/product-detail/en/kemet/T598D157M016ATE065/399-16044-2-ND/7605115,Tape & Reel (TR),Active,150µF,±20%,16V,Molded,65 mOhm @ 100kHz,-55°C ~ 125°C,2000 Hrs @ 105°C,Surface Mount,2917 (7343 Metric),"0.287"" L x 0.169"" W (7.30mm x 4.30mm)","0.122"" (3.10mm)",-,D,General Purpose,,Current market demand for these product types have resulted in fluctuating and extending lead times. Lead times may differ.,,,,,AEC-Q200
"{'Id': '399', 'Text': 'KEMET'}",399-14253-2-ND,CAP TANT POLY 1UF 50V 1411,2000,0,0,0.47922,23 weeks,2000,2000,www.digikey.com/product-detail/en/kemet/T521B105M050ATE200/399-14253-2-ND/6826925,Tape & Reel (TR),Active,1µF,±20%,50V,Molded,200 mOhm @ 100kHz,-55°C ~ 105°C,2000 Hrs @ 125°C,Surface Mount,1411 (3528 Metric),"0.138"" L x 0.110"" W (3.50mm x 2.80mm)","0.083"" (2.10mm)",-,B,General Purpose,,Current market demand for these product types have resulted in fluctuating and extending lead times. Lead times may differ.,,,,,-
"{'Id': '399', 'Text': 'KEMET'}",399-16621-2-ND,CAP TANT POLY 68UF 16V 70MOHM,0,2000,0,1.313,16 weeks,1000,1000,www.digikey.com/product-detail/en/kemet/T523W686M016APE070/399-16621-2-ND/8021877,Tape & Reel (TR),Active,68µF,±20%,16V,Molded,70 mOhm @ 100kHz,-55°C ~ 105°C,2000 Hrs @ 85°C,Surface Mount,2917 (7343 Metric),"0.287"" L x 0.169"" W (7.30mm x 4.30mm)","0.059"" (1.50mm)",-,W,General Purpose,,,,,,,-
"{'Id': '399', 'Text': 'KEMET'}",399-3354-2-ND,CAP TANT POLY 33UF 6.3V 3528,2500,0,0,0.3969,30 weeks,2500,2500,www.digikey.com/product-detail/en/kemet/T520T336M006ATE070/399-3354-2-ND/639117,Tape & Reel (TR),Active,33µF,±20%,6.3V,Molded,70 mOhm @ 100kHz,-55°C ~ 105°C,2000 Hrs @ 105°C,Surface Mount,1411 (3528 Metric),"0.138"" L x 0.110"" W (3.50mm x 2.80mm)","0.047"" (1.20mm)",-,T,General Purpose,,Current market demand for these product types have resulted in fluctuating and extending lead times. Lead times may differ.,,,,,-
"{'Id': '399', 'Text': 'KEMET'}",399-16043-2-ND,CAP TANT POLY 33UF 35V 2917,500,0,0,1.6464,22 weeks,500,500,www.digikey.com/product-detail/en/kemet/T598X336M035ATE065/399-16043-2-ND/7605114,Tape & Reel (TR),Active,33µF,±20%,35V,Molded,65 mOhm @ 100kHz,-55°C ~ 125°C,2000 Hrs @ 105°C,Surface Mount,2917 (7343 Metric),"0.287"" L x 0.169"" W (7.30mm x 4.30mm)","0.169"" (4.30mm)",-,X,General Purpose,,Current market demand for these product types have resulted in fluctuating and extending lead times. Lead times may differ.,,,,,AEC-Q200
"{'Id': '399', 'Text': 'KEMET'}",399-5755-2-ND,CAP TANT POLY 220UF 6.3V 3528,38000,72000,0,0.37926,29 weeks,2000,2000,www.digikey.com/product-detail/en/kemet/T520B227M006ATE045/399-5755-2-ND/2230995,Tape & Reel (TR),Active,220µF,±20%,6.3V,Molded,45 mOhm @ 100kHz,-55°C ~ 105°C,2000 Hrs @ 105°C,Surface Mount,1411 (3528 Metric),"0.138"" L x 0.110"" W (3.50mm x 2.80mm)","0.083"" (2.10mm)",-,B,General Purpose,,Current market demand for these product types have resulted in fluctuating and extending lead times. Lead times may differ.,,,,,-
"{'Id': '399', 'Text': 'KEMET'}",399-13114-2-ND,CAP TANT POLY 22UF 25V 7343,2000,0,0,0.84158,21 weeks,1000,1000,www.digikey.com/product-detail/en/kemet/T521V226M025ATE040/399-13114-2-ND/5844140,Tape & Reel (TR),Active,22µF,±20%,25V,Molded,40 mOhm @ 100kHz,-55°C ~ 105°C,-,Surface Mount,2917 (7343 Metric),"0.287"" L x 0.169"" W (7.30mm x 4.30mm)","0.079"" (2.00mm)",-,V,General Purpose,,Current market demand for these product types have resulted in fluctuating and extending lead times. Lead times may differ.,,,,,-
"{'Id': '399', 'Text': 'KEMET'}",399-6323-2-ND,CAP TANT POLY 220UF 6.3V 2917,1000,0,0,1.6675,21 weeks,1000,1000,www.digikey.com/product-detail/en/kemet/T522V227M006ATE040/399-6323-2-ND/2811011,Tape & Reel (TR),Active,220µF,±20%,6.3V,Molded,40 mOhm @ 100kHz,-55°C ~ 105°C,2000 Hrs @ 105°C,Surface Mount,2917 (7343 Metric),"0.287"" L x 0.169"" W (7.30mm x 4.30mm)","0.075"" (1.90mm)",-,V,General Purpose,,Current market demand for these product types have resulted in fluctuating and extending lead times. Lead times may differ.,,,,,-
"{'Id': '399', 'Text': 'KEMET'}",399-12352-2-ND,CAP TANT POLY 220UF 10V 2917,2500,1500,0,3.381,24 weeks,500,500,www.digikey.com/product-detail/en/kemet/T530D227M010AHE006/399-12352-2-ND/5452630,Tape & Reel (TR),Active,220µF,±20%,10V,Molded,6 mOhm @ 100kHz,-55°C ~ 125°C,2000 Hrs @ 105°C,Surface Mount,2917 (7343 Metric),"0.287"" L x 0.169"" W (7.30mm x 4.30mm)","0.122"" (3.10mm)",-,D,General Purpose,,Current market demand for these product types have resulted in fluctuating and extending lead times. Lead times may differ.,,,,,-
"{'Id': '399', 'Text': 'KEMET'}",399-13368-2-ND,CAP TANT POLY 1500UF 20% 3V 7343,0,0,0,9.917,18 weeks,100,100,www.digikey.com/product-detail/en/kemet/T543X158M003AHW008D100/399-13368-2-ND/6100178,Tape & Reel (TR),Active,1500µF,±20%,3V,Molded,8 mOhm @ 100kHz,-55°C ~ 105°C,2000 Hrs @ 105°C,Surface Mount,2917 (7343 Metric),"0.287"" L x 0.169"" W (7.30mm x 4.30mm)","0.169"" (4.30mm)",-,X,High Reliability,,,,,,,COTS
"{'Id': '399', 'Text': 'KEMET'}",399-12239-2-ND,CAP TANT POLY 100UF 25V 2917,1000,0,0,4.88722,53 weeks,500,500,www.digikey.com/product-detail/en/kemet/T543X107M025ATE060/399-12239-2-ND/5414679,Tape & Reel (TR),Active,100µF,±20%,25V,Molded,60 mOhm @ 100kHz,-55°C ~ 105°C,2000 Hrs @ 105°C,Surface Mount,2917 (7343 Metric),"0.287"" L x 0.169"" W (7.30mm x 4.30mm)","0.169"" (4.30mm)",-,X,High Reliability,,Current market demand for these product types have resulted in fluctuating and extending lead times. Lead times may differ.,,,,,COTS
"{'Id': '399', 'Text': 'KEMET'}",399-16051-2-ND,CAP TANT POLY 220UF 6.3V 2917,1000,0,0,0.9996,29 weeks,500,500,www.digikey.com/product-detail/en/kemet/T591D227M006ATE025/399-16051-2-ND/7605122,Tape & Reel (TR),Active,220µF,±20%,6.3V,Molded,25 mOhm @ 100kHz,-55°C ~ 125°C,1000 Hrs @ 125°C,Surface Mount,2917 (7343 Metric),"0.287"" L x 0.169"" W (7.30mm x 4.30mm)","0.122"" (3.10mm)",-,D,General Purpose,,Current market demand for these product types have resulted in fluctuating and extending lead times. Lead times may differ.,,,,,-
"{'Id': '399', 'Text': 'KEMET'}",399-4135-2-ND,CAP TANT POLY 330UF 10V 2917,0,15500,0,3.4545,22 weeks,500,500,www.digikey.com/product-detail/en/kemet/T530X337M010ATE010/399-4135-2-ND/818996,Tape & Reel (TR),Active,330µF,±20%,10V,Molded,10 mOhm @ 100kHz,-55°C ~ 125°C,2000 Hrs @ 105°C,Surface Mount,2917 (7343 Metric),"0.287"" L x 0.169"" W (7.30mm x 4.30mm)","0.169"" (4.30mm)",-,X,General Purpose,,Current market demand for these product types have resulted in fluctuating and extending lead times. Lead times may differ.,,,,,-
"{'Id': '399', 'Text': 'KEMET'}",399-11672-2-ND,CAP TANT POLY 33UF 6.3V 3528,2000,0,0,0.35322,37 weeks,2000,2000,www.digikey.com/product-detail/en/kemet/T591B336M006ATE080/399-11672-2-ND/5031628,Tape & Reel (TR),Active,33µF,±20%,6.3V,Molded,80 mOhm @ 100kHz,-55°C ~ 125°C,2000 Hrs @ 105°C,Surface Mount,1411 (3528 Metric),"0.138"" L x 0.110"" W (3.50mm x 2.80mm)","0.079"" (2.00mm)",-,B,General Purpose,,Current market demand for these product types have resulted in fluctuating and extending lead times. Lead times may differ.,,,,,-
"{'Id': '399', 'Text': 'KEMET'}",399-12087-2-ND,CAP TANT POLY 100UF 20% 25V SMD,500,0,0,6.33722,18 weeks,500,500,www.digikey.com/product-detail/en/kemet/T543X107M025AHW0607505/399-12087-2-ND/5344129,Tape & Reel (TR),Active,100µF,±20%,25V,Molded,60 mOhm @ 100kHz,-55°C ~ 105°C,2000 Hrs @ 105°C,Surface Mount,2917 (7343 Metric),"0.287"" L x 0.169"" W (7.30mm x 4.30mm)","0.169"" (4.30mm)",-,X,High Reliability,,Current market demand for these product types have resulted in fluctuating and extending lead times. Lead times may differ.,,,,,COTS
"{'Id': '399', 'Text': 'KEMET'}",399-3276-2-ND,CAP TANT POLY 68UF 6.3V 3528,2000,2000,0,0.3822,29 weeks,2000,2000,www.digikey.com/product-detail/en/kemet/T525B686M006ATE080/399-3276-2-ND/600075,Tape & Reel (TR),Active,68µF,±20%,6.3V,Molded,80 mOhm @ 100kHz,-55°C ~ 125°C,-,Surface Mount,1411 (3528 Metric),"0.138"" L x 0.110"" W (3.50mm x 2.80mm)","0.079"" (2.00mm)",-,B,General Purpose,,Current market demand for these product types have resulted in fluctuating and extending lead times. Lead times may differ.,,,,,-
"{'Id': '399', 'Text': 'KEMET'}",399-16626-2-ND,CAP TANT POLY 1000UF 6.3V SMD,0,0,0,3.045,16 weeks,1000,1000,www.digikey.com/product-detail/en/kemet/T520H108M006ATE055/399-16626-2-ND/8042238,Tape & Reel (TR),Active,1000µF,±20%,6.3V,Molded,55 mOhm @ 100kHz,-55°C ~ 85°C,2000 Hrs @ 85°C,Surface Mount,2924 (7360 Metric),"0.287"" L x 0.236"" W (7.30mm x 6.00mm)","0.079"" (2.00mm)",-,H,General Purpose,,,,,,,-
"{'Id': '399', 'Text': 'KEMET'}",399-4017-2-ND,CAP TANT POLY 33UF 6.3V 3528,12000,6000,0,0.33495,29 weeks,2000,2000,www.digikey.com/product-detail/en/kemet/T520B336M006ATE040/399-4017-2-ND/818878,Tape & Reel (TR),Active,33µF,±20%,6.3V,Molded,40 mOhm @ 100kHz,-55°C ~ 105°C,2000 Hrs @ 105°C,Surface Mount,1411 (3528 Metric),"0.138"" L x 0.110"" W (3.50mm x 2.80mm)","0.083"" (2.10mm)",-,B,General Purpose,,Current market demand for these product types have resulted in fluctuating and extending lead times. Lead times may differ.,,,,,-
"{'Id': '399', 'Text': 'KEMET'}",399-12234-2-ND,CAP TANT POLY 330UF 6.3V 2917,0,0,0,6.4918,12 weeks,500,500,www.digikey.com/product-detail/en/kemet/T543D337M006ATW006/399-12234-2-ND/5414674,Tape & Reel (TR),Active,330µF,±20%,6.3V,Molded,6 mOhm @ 100kHz,-55°C ~ 105°C,2000 Hrs @ 105°C,Surface Mount,2917 (7343 Metric),"0.287"" L x 0.169"" W (7.30mm x 4.30mm)","0.122"" (3.10mm)",-,D,High Reliability,,Current market demand for these product types have resulted in fluctuating and extending lead times. Lead times may differ.,,,,,COTS
"{'Id': '399', 'Text': 'KEMET'}",399-3280-2-ND,CAP TANT POLY 33UF 10V 3528,98000,0,0,0.3822,28 weeks,2000,2000,www.digikey.com/product-detail/en/kemet/T525B336M010ATE080/399-3280-2-ND/600079,Tape & Reel (TR),Active,33µF,±20%,10V,Molded,80 mOhm @ 100kHz,-55°C ~ 125°C,-,Surface Mount,1411 (3528 Metric),"0.138"" L x 0.110"" W (3.50mm x 2.80mm)","0.079"" (2.00mm)",-,B,General Purpose,,Current market demand for these product types have resulted in fluctuating and extending lead times. Lead times may differ.,,,,,-
"{'Id': '399', 'Text': 'KEMET'}",399-4808-2-ND,CAP TANT POLY 220UF 2.5V 2312,500,0,0,0.55336,13 weeks,500,500,www.digikey.com/product-detail/en/kemet/T520C227M2R5ATE025/399-4808-2-ND/1085503,Tape & Reel (TR),Active,220µF,±20%,2.5V,Molded,25 mOhm @ 100kHz,-55°C ~ 105°C,2000 Hrs @ 105°C,Surface Mount,2312 (6032 Metric),"0.236"" L x 0.126"" W (6.00mm x 3.20mm)","0.110"" (2.80mm)",-,C,General Purpose,,Current market demand for these product types have resulted in fluctuating and extending lead times. Lead times may differ.,,,,,-
"{'Id': '399', 'Text': 'KEMET'}",399-5940-2-ND,CAP TANTALUM 15UF 35V 2917,1000,1000,0,0.8085,21 weeks,1000,1000,www.digikey.com/product-detail/en/kemet/T521V156M035ATE100/399-5940-2-ND/2640603,Tape & Reel (TR),Active,15µF,±20%,35V,Molded,100 mOhm @ 100kHz,-55°C ~ 125°C,2000 Hrs @ 125°C,Surface Mount,2917 (7343 Metric),"0.287"" L x 0.169"" W (7.30mm x 4.30mm)","0.079"" (2.00mm)",-,V,General Purpose,,Current market demand for these product types have resulted in fluctuating and extending lead times. Lead times may differ.,,,,,-
"{'Id': '399', 'Text': 'KEMET'}",399-11670-2-ND,CAP TANT POLY 220UF 2.5V 2917,1000,0,0,1.3083,9 weeks,1000,1000,www.digikey.com/product-detail/en/kemet/T591V227M2R5ATE009/399-11670-2-ND/5031626,Tape & Reel (TR),Active,220µF,±20%,2.5V,Molded,9 mOhm @ 100kHz,-55°C ~ 105°C,2000 Hrs @ 105°C,Surface Mount,2917 (7343 Metric),"0.287"" L x 0.169"" W (7.30mm x 4.30mm)","0.079"" (2.00mm)",-,V,General Purpose,,Current market demand for these product types have resulted in fluctuating and extending lead times. Lead times may differ.,,,,,-
"{'Id': '399', 'Text': 'KEMET'}",399-5210-2-ND,CAP TANT POLY 100UF 6.3V 2917,0,0,0,1.176,23 weeks,1000,1000,www.digikey.com/product-detail/en/kemet/T520V107M006ATE015/399-5210-2-ND/1829932,Tape & Reel (TR),Active,100µF,±20%,6.3V,Molded,15 mOhm @ 100kHz,-55°C ~ 105°C,2000 Hrs @ 105°C,Surface Mount,2917 (7343 Metric),"0.287"" L x 0.169"" W (7.30mm x 4.30mm)","0.075"" (1.90mm)",-,V,General Purpose,,Current market demand for these product types have resulted in fluctuating and extending lead times. Lead times may differ.,,,,,-
"{'Id': '399', 'Text': 'KEMET'}",399-5274-2-ND,CAP TANT POLY 1500UF 2.5V 2917,9500,13500,0,3.915,24 weeks,500,500,www.digikey.com/product-detail/en/kemet/T530X158M2R5ATE005/399-5274-2-ND/1833510,Tape & Reel (TR),Active,1500µF,±20%,2.5V,Molded,5 mOhm @ 100kHz,-55°C ~ 125°C,2000 Hrs @ 105°C,Surface Mount,2917 (7343 Metric),"0.287"" L x 0.169"" W (7.30mm x 4.30mm)","0.169"" (4.30mm)",-,X,General Purpose,,Current market demand for these product types have resulted in fluctuating and extending lead times. Lead times may differ.,,,,,-
"{'Id': '399', 'Text': 'KEMET'}",399-3282-2-ND,CAP TANT POLY 150UF 10V 2917,500,0,0,1.59102,4 weeks,500,500,www.digikey.com/product-detail/en/kemet/T525D157M010ATE025/399-3282-2-ND/600081,Tape & Reel (TR),Active,150µF,±20%,10V,Molded,25 mOhm @ 100kHz,-55°C ~ 125°C,-,Surface Mount,2917 (7343 Metric),"0.287"" L x 0.169"" W (7.30mm x 4.30mm)","0.122"" (3.10mm)",-,D,General Purpose,,Current market demand for these product types have resulted in fluctuating and extending lead times. Lead times may differ.,,,,,-
"{'Id': '399', 'Text': 'KEMET'}",399-12274-2-ND,CAP TANT POLY 220UF 10V 2917,500,0,0,0.87822,29 weeks,500,500,www.digikey.com/product-detail/en/kemet/T591D227M010ATE040/399-12274-2-ND/5422975,Tape & Reel (TR),Active,220µF,±20%,10V,Molded,40 mOhm @ 100kHz,-55°C ~ 125°C,2000 Hrs @ 105°C,Surface Mount,2917 (7343 Metric),"0.287"" L x 0.169"" W (7.30mm x 4.30mm)","0.122"" (3.10mm)",-,D,General Purpose,,Current market demand for these product types have resulted in fluctuating and extending lead times. Lead times may differ.,,,,,-
"{'Id': '399', 'Text': 'KEMET'}",399-5758-2-ND,CAP TANTALUM 47UF 20V 2917,12000,0,0,1.1088,21 weeks,500,500,www.digikey.com/product-detail/en/kemet/T521D476M020ATE055/399-5758-2-ND/2230998,Tape & Reel (TR),Active,47µF,±20%,20V,Molded,55 mOhm @ 100kHz,-55°C ~ 125°C,2000 Hrs @ 125°C,Surface Mount,2917 (7343 Metric),"0.287"" L x 0.169"" W (7.30mm x 4.30mm)","0.122"" (3.10mm)",-,D,General Purpose,,Current market demand for these product types have resulted in fluctuating and extending lead times. Lead times may differ.,,,,,-
"{'Id': '399', 'Text': 'KEMET'}",399-4980-2-ND,CAP TANT POLY 47UF 8V 3528,14000,0,0,0.3654,28 weeks,2000,2000,www.digikey.com/product-detail/en/kemet/T520B476M008ATE070/399-4980-2-ND/1129665,Tape & Reel (TR),Active,47µF,±20%,8V,Molded,70 mOhm @ 100kHz,-55°C ~ 105°C,2000 Hrs @ 105°C,Surface Mount,1411 (3528 Metric),"0.138"" L x 0.110"" W (3.50mm x 2.80mm)","0.083"" (2.10mm)",-,B,General Purpose,,Current market demand for these product types have resulted in fluctuating and extending lead times. Lead times may differ.,,,,,-
"{'Id': '399', 'Text': 'KEMET'}",399-10340-2-ND,CAP TANT POLY 150UF 10V 2917,0,2500,0,0.88,21 weeks,500,500,www.digikey.com/product-detail/en/kemet/T520D157M010ATE015/399-10340-2-ND/3760615,Tape & Reel (TR),Active,150µF,±20%,10V,Molded,15 mOhm @ 100kHz,-55°C ~ 105°C,2000 Hrs @ 105°C,Surface Mount,2917 (7343 Metric),"0.287"" L x 0.169"" W (7.30mm x 4.30mm)","0.122"" (3.10mm)",-,D,General Purpose,,Current market demand for these product types have resulted in fluctuating and extending lead times. Lead times may differ.,,,,,-
"{'Id': '399', 'Text': 'KEMET'}",399-16563-2-ND,CAP TANT POLY COTS SMD 680UF 10V,0,500,0,11.136,13 weeks,500,500,www.digikey.com/product-detail/en/kemet/T543O687M010AHE015/399-16563-2-ND/7932637,Tape & Reel (TR),Active,680µF,-,10V,Molded,15 mOhm @ 100kHz,-55°C ~ 105°C,2000 Hrs @ 105°C,Surface Mount,2924 (7360 Metric),"0.287"" L x 0.236"" W (7.30mm x 6.00mm)","0.169"" (4.30mm)",-,O,High Reliability,,,,,,,COTS
"{'Id': '399', 'Text': 'KEMET'}",399-13370-2-ND,CAP TANT POLY 330UF 20% 16V 7343,0,0,0,10.5996,18 weeks,100,100,www.digikey.com/product-detail/en/kemet/T543X337M016AHW025D100/399-13370-2-ND/6100180,Tape & Reel (TR),Active,330µF,±20%,16V,Molded,25 mOhm @ 100kHz,-55°C ~ 105°C,2000 Hrs @ 105°C,Surface Mount,2917 (7343 Metric),"0.287"" L x 0.169"" W (7.30mm x 4.30mm)","0.169"" (4.30mm)",-,X,High Reliability,,,,,,,COTS
"{'Id': '399', 'Text': 'KEMET'}",399-4731-2-ND,CAP TANT POLY 220UF 4V 3528,20000,12000,0,0.37758,29 weeks,2000,2000,www.digikey.com/product-detail/en/kemet/T520B227M004ATE045/399-4731-2-ND/1001030,Tape & Reel (TR),Active,220µF,±20%,4V,Molded,45 mOhm @ 100kHz,-55°C ~ 105°C,2000 Hrs @ 105°C,Surface Mount,1411 (3528 Metric),"0.138"" L x 0.110"" W (3.50mm x 2.80mm)","0.083"" (2.10mm)",-,B,General Purpose,,Current market demand for these product types have resulted in fluctuating and extending lead times. Lead times may differ.,,,,,-
"{'Id': '399', 'Text': 'KEMET'}",399-12344-2-ND,CAP TANTALUM 100UF 20V 2917,2000,2000,0,1.428,21 weeks,500,500,www.digikey.com/product-detail/en/kemet/T521D107M020ATE055/399-12344-2-ND/5452622,Tape & Reel (TR),Active,100µF,±20%,20V,Molded,55 mOhm @ 100kHz,-55°C ~ 105°C,2000 Hrs @ 105°C,Surface Mount,2917 (7343 Metric),"0.287"" L x 0.169"" W (7.30mm x 4.30mm)","0.122"" (3.10mm)",-,D,General Purpose,,Current market demand for these product types have resulted in fluctuating and extending lead times. Lead times may differ.,,,,,-
"{'Id': '399', 'Text': 'KEMET'}",399-13358-2-ND,CAP TANT POLY 150UF 10% 10V 7343,0,0,0,7.8918,18 weeks,100,100,www.digikey.com/product-detail/en/kemet/T543D157K010AHW005D100/399-13358-2-ND/6100168,Tape & Reel (TR),Active,150µF,±10%,10V,Molded,5 mOhm @ 100kHz,-55°C ~ 105°C,2000 Hrs @ 105°C,Surface Mount,2917 (7343 Metric),"0.287"" L x 0.169"" W (7.30mm x 4.30mm)","0.122"" (3.10mm)",-,D,High Reliability,,,,,,,COTS
"{'Id': '399', 'Text': 'KEMET'}",399-4033-2-ND,CAP TANT POLY 150UF 6.3V 2917,0,9000,0,0.58906,22 weeks,500,500,www.digikey.com/product-detail/en/kemet/T520D157M006ATE015/399-4033-2-ND/818894,Tape & Reel (TR),Active,150µF,±20%,6.3V,Molded,15 mOhm @ 100kHz,-55°C ~ 105°C,2000 Hrs @ 105°C,Surface Mount,2917 (7343 Metric),"0.287"" L x 0.169"" W (7.30mm x 4.30mm)","0.122"" (3.10mm)",-,D,General Purpose,,Current market demand for these product types have resulted in fluctuating and extending lead times. Lead times may differ.,,,,,-
"{'Id': '399', 'Text': 'KEMET'}",399-3275-2-ND,CAP TANT POLY 47UF 6.3V 3528,0,2000,0,0.3822,29 weeks,2000,2000,www.digikey.com/product-detail/en/kemet/T525B476M006ATE080/399-3275-2-ND/600074,Tape & Reel (TR),Active,47µF,±20%,6.3V,Molded,80 mOhm @ 100kHz,-55°C ~ 125°C,-,Surface Mount,1411 (3528 Metric),"0.138"" L x 0.110"" W (3.50mm x 2.80mm)","0.079"" (2.00mm)",-,B,General Purpose,,Current market demand for these product types have resulted in fluctuating and extending lead times. Lead times may differ.,,,,,-
"{'Id': '399', 'Text': 'KEMET'}",399-6326-2-ND,CAP TANT POLY 470UF 6.3V 2917,500,0,0,12.6875,18 weeks,500,500,www.digikey.com/product-detail/en/kemet/T541X477M006AH6710/399-6326-2-ND/2811018,Tape & Reel (TR),Active,470µF,±20%,6.3V,Molded,10 mOhm @ 100kHz,-55°C ~ 125°C,2000 Hrs @ 125°C,Surface Mount,2917 (7343 Metric),"0.287"" L x 0.169"" W (7.30mm x 4.30mm)","0.169"" (4.30mm)",-,X,High Reliability,,,,,,,COTS
"{'Id': '399', 'Text': 'KEMET'}",399-13117-2-ND,CAP TANT POLY 47UF 16V 7343,1000,0,0,0.735,21 weeks,1000,1000,www.digikey.com/product-detail/en/kemet/T521V476M016ATE040/399-13117-2-ND/5844143,Tape & Reel (TR),Active,47µF,±20%,16V,Molded,40 mOhm @ 100kHz,-55°C ~ 105°C,-,Surface Mount,2917 (7343 Metric),"0.287"" L x 0.169"" W (7.30mm x 4.30mm)","0.079"" (2.00mm)",-,V,General Purpose,,Current market demand for these product types have resulted in fluctuating and extending lead times. Lead times may differ.,,,,,-
"{'Id': '399', 'Text': 'KEMET'}",399-12358-2-ND,CAP TANT POLY 330UF 16V 2917,500,0,0,14.5,54 weeks,500,500,www.digikey.com/product-detail/en/kemet/T541X337M016AH6720/399-12358-2-ND/5452636,Tape & Reel (TR),Active,330µF,±20%,16V,Molded,20 mOhm @ 100kHz,-55°C ~ 125°C,2000 Hrs @ 125°C,Surface Mount,2917 (7343 Metric),"0.287"" L x 0.169"" W (7.30mm x 4.30mm)","0.169"" (4.30mm)",-,X,High Reliability,,Current market demand for these product types have resulted in fluctuating and extending lead times. Lead times may differ.,,,,,COTS
"{'Id': '399', 'Text': 'KEMET'}",399-4057-2-ND,CAP TANT POLY 470UF 4V 2917,8500,0,0,0.8568,21 weeks,500,500,www.digikey.com/product-detail/en/kemet/T520D477M004ATE012/399-4057-2-ND/818918,Tape & Reel (TR),Active,470µF,±20%,4V,Molded,12 mOhm @ 100kHz,-55°C ~ 105°C,2000 Hrs @ 105°C,Surface Mount,2917 (7343 Metric),"0.287"" L x 0.169"" W (7.30mm x 4.30mm)","0.122"" (3.10mm)",-,D,General Purpose,,Current market demand for these product types have resulted in fluctuating and extending lead times. Lead times may differ.,,,,,-
"{'Id': '399', 'Text': 'KEMET'}",399-5232-2-ND,CAP TANT POLY 220UF 4V 2312,4500,0,0,0.69616,13 weeks,500,500,www.digikey.com/product-detail/en/kemet/T520C227M004ATE015/399-5232-2-ND/1829952,Tape & Reel (TR),Active,220µF,±20%,4V,Molded,15 mOhm @ 100kHz,-55°C ~ 105°C,2000 Hrs @ 105°C,Surface Mount,2312 (6032 Metric),"0.236"" L x 0.126"" W (6.00mm x 3.20mm)","0.110"" (2.80mm)",-,C,General Purpose,,Current market demand for these product types have resulted in fluctuating and extending lead times. Lead times may differ.,,,,,-
"{'Id': '399', 'Text': 'KEMET'}",399-4035-2-ND,CAP TANT POLY 150UF 6.3V 2917,10000,0,0,0.4998,21 weeks,500,500,www.digikey.com/product-detail/en/kemet/T520D157M006ATE055/399-4035-2-ND/818896,Tape & Reel (TR),Active,150µF,±20%,6.3V,Molded,55 mOhm @ 100kHz,-55°C ~ 105°C,2000 Hrs @ 105°C,Surface Mount,2917 (7343 Metric),"0.287"" L x 0.169"" W (7.30mm x 4.30mm)","0.122"" (3.10mm)",-,D,General Purpose,,Current market demand for these product types have resulted in fluctuating and extending lead times. Lead times may differ.,,,,,-
"{'Id': '399', 'Text': 'KEMET'}",399-11723-2-ND,CAP TANT POLY 270UF 2V 3528,4000,2000,0,1.45,5 weeks,2000,2000,www.digikey.com/product-detail/en/kemet/T528B277M002APE006/399-11723-2-ND/5131705,Tape & Reel (TR),Active,270µF,±20%,2V,Molded,6 mOhm @ 100kHz,-55°C ~ 105°C,2000 Hrs @ 105°C,Surface Mount,1411 (3528 Metric),"0.138"" L x 0.110"" W (3.50mm x 2.80mm)","0.079"" (2.00mm)",-,B,General Purpose,,Current market demand for these product types have resulted in fluctuating and extending lead times. Lead times may differ.,,,,,-
"{'Id': '399', 'Text': 'KEMET'}",399-4019-2-ND,CAP TANT POLY 33UF 8V 3528,0,0,0,0.3822,28 weeks,2000,2000,www.digikey.com/product-detail/en/kemet/T520B336M008ATE040/399-4019-2-ND/818880,Tape & Reel (TR),Active,33µF,±20%,8V,Molded,40 mOhm @ 100kHz,-55°C ~ 105°C,2000 Hrs @ 105°C,Surface Mount,1411 (3528 Metric),"0.138"" L x 0.110"" W (3.50mm x 2.80mm)","0.083"" (2.10mm)",-,B,General Purpose,,Current market demand for these product types have resulted in fluctuating and extending lead times. Lead times may differ.,,,,,-
