Digi-Key Part Number,Manufacturer Part Number,Manufacturer,Description,Quantity Available,Unit Price                                                          USD,Minimum Quantity,Packaging,Series,Part Status,Capacitance,Tolerance,Voltage - Rated,Type,ESR (Equivalent Series Resistance),Operating Temperature,Lifetime @ Temp.,Mounting Type,Package / Case,Size / Dimension,Height - Seated (Max),Lead Spacing,Manufacturer Size Code,Ratings,Features,Failure Rate
399-8447-1-ND,T494B156K016AT,KEMET,CAP TANT 15UF 16V 10% 1411,"3,161 - Immediate",$1.31000,1,Cut Tape (CT) Alternate Packaging,T494,Active,15µF,±10%,16V,Molded,800 mOhm,-55°C ~ 125°C,2000 Hrs @ 125°C,Surface Mount,1411 (3528 Metric),"0.138"" L x 0.110"" W (3.50mm x 2.80mm)","0.083"" (2.10mm)",-,B,-,General Purpose,-
399-8452-1-ND,T494B336K006AT,KEMET,CAP TANT 33UF 6.3V 10% 1411,"3,374 - Immediate",$1.31000,1,Cut Tape (CT) Alternate Packaging,T494,Active,33µF,±10%,6.3V,Molded,600 mOhm,-55°C ~ 125°C,2000 Hrs @ 125°C,Surface Mount,1411 (3528 Metric),"0.138"" L x 0.110"" W (3.50mm x 2.80mm)","0.083"" (2.10mm)",-,B,-,General Purpose,-
399-8317-1-ND,T491B335M016AT,KEMET,CAP TANT 3.3UF 16V 20% 1411,"2,784 - Immediate",$0.43000,1,Cut Tape (CT) Alternate Packaging,T491,Active,3.3µF,±20%,16V,Molded,3.5 Ohm,-55°C ~ 125°C,2000 Hrs @ 85°C,Surface Mount,1411 (3528 Metric),"0.138"" L x 0.110"" W (3.50mm x 2.80mm)","0.083"" (2.10mm)",-,B,-,General Purpose,-
399-9939-1-ND,T354A105K035AT7301,KEMET,CAP TANT 1UF 35V 10% RADIAL,"2,405 - Immediate",$1.26000,1,Cut Tape (CT) Alternate Packaging,"T354, UltraDip II",Active,1µF,±10%,35V,Conformal Coated,8 Ohm,-55°C ~ 125°C,-,Through Hole,"Radial, Disc","0.175"" Dia (4.45mm)","0.340"" (8.64mm)","0.250"" (6.35mm)",A,-,General Purpose,-
399-9941-1-ND,T355A125K025AT7301,KEMET,CAP TANT 1.2UF 25V 10% RADIAL,"1,594 - Immediate",$1.26000,1,Cut Tape (CT) Alternate Packaging,"T355, UltraDip II",Active,1.2µF,±10%,25V,Conformal Coated,-,-55°C ~ 125°C,-,Through Hole,"Radial, Disc","0.175"" Dia (4.45mm)","0.340"" (8.64mm)","0.125"" (3.18mm)",A,-,General Purpose,-
399-11069-1-ND,T495B226K010ATE400,KEMET,CAP TANT 22UF 10V 10% 1411,"4,333 - Immediate",$1.36000,1,Cut Tape (CT) Alternate Packaging,T495,Active,22µF,±10%,10V,Molded,400 mOhm,-55°C ~ 125°C,2000 Hrs @ 85°C,Surface Mount,1411 (3528 Metric),"0.138"" L x 0.110"" W (3.50mm x 2.80mm)","0.083"" (2.10mm)",-,B,-,General Purpose,-
399-10517-1-ND,T495C476K010ATE300,KEMET,CAP TANT 47UF 10V 10% 2312,"11,393 - Immediate",$1.06000,1,Cut Tape (CT) Alternate Packaging,T495,Active,47µF,±10%,10V,Molded,300 mOhm,-55°C ~ 125°C,2000 Hrs @ 85°C,Surface Mount,2312 (6032 Metric),"0.236"" L x 0.126"" W (6.00mm x 3.20mm)","0.110"" (2.80mm)",-,C,-,General Purpose,-
399-3837-1-ND,T494B336K010AT,KEMET,CAP TANT 33UF 10V 10% 1411,"12,218 - Immediate",$1.36000,1,Cut Tape (CT) Alternate Packaging,T494,Active,33µF,±10%,10V,Molded,1.4 Ohm,-55°C ~ 125°C,2000 Hrs @ 125°C,Surface Mount,1411 (3528 Metric),"0.138"" L x 0.110"" W (3.50mm x 2.80mm)","0.083"" (2.10mm)",-,B,-,General Purpose,-
399-3840-1-ND,T494B685K025AT,KEMET,CAP TANT 6.8UF 25V 10% 1411,"2,541 - Immediate",$1.36000,1,Cut Tape (CT) Alternate Packaging,T494,Active,6.8µF,±10%,25V,Molded,2 Ohm,-55°C ~ 125°C,2000 Hrs @ 125°C,Surface Mount,1411 (3528 Metric),"0.138"" L x 0.110"" W (3.50mm x 2.80mm)","0.083"" (2.10mm)",-,B,-,General Purpose,-
399-3795-1-ND,T491D476K020AT,KEMET,CAP TANT 47UF 20V 10% 2917,"30,019 - Immediate",$1.06000,1,Cut Tape (CT) Alternate Packaging,T491,Active,47µF,±10%,20V,Molded,700 mOhm,-55°C ~ 125°C,2000 Hrs @ 85°C,Surface Mount,2917 (7343 Metric),"0.287"" L x 0.169"" W (7.30mm x 4.30mm)","0.122"" (3.10mm)",-,D,-,General Purpose,-
399-9746-1-ND,T491D476M020AT,KEMET,CAP TANT 47UF 20V 20% 2917,"7,320 - Immediate",$1.06000,1,Cut Tape (CT) Alternate Packaging,T491,Active,47µF,±20%,20V,Molded,700 mOhm,-55°C ~ 125°C,2000 Hrs @ 85°C,Surface Mount,2917 (7343 Metric),"0.287"" L x 0.169"" W (7.30mm x 4.30mm)","0.122"" (3.10mm)",-,D,-,General Purpose,-
399-8267-1-ND,T491A105M035AT,KEMET,CAP TANT 1UF 35V 20% 1206,"1,967 - Immediate",$0.44000,1,Cut Tape (CT) Alternate Packaging,T491,Active,1µF,±20%,35V,Molded,7.5 Ohm,-55°C ~ 125°C,2000 Hrs @ 85°C,Surface Mount,1206 (3216 Metric),"0.126"" L x 0.063"" W (3.20mm x 1.60mm)","0.071"" (1.80mm)",-,A,-,General Purpose,-
399-8293-1-ND,T491A684K035AT,KEMET,CAP TANT 0.68UF 35V 10% 1206,"1,574 - Immediate",$0.44000,1,Cut Tape (CT) Alternate Packaging,T491,Active,0.68µF,±10%,35V,Molded,8 Ohm,-55°C ~ 125°C,2000 Hrs @ 85°C,Surface Mount,1206 (3216 Metric),"0.126"" L x 0.063"" W (3.20mm x 1.60mm)","0.071"" (1.80mm)",-,A,-,General Purpose,-
399-9709-1-ND,T491A155K020AT,KEMET,CAP TANT 1.5UF 20V 10% 1206,"1,042 - Immediate",$0.44000,1,Cut Tape (CT) Alternate Packaging,T491,Active,1.5µF,±10%,20V,Molded,6.5 Ohm,-55°C ~ 125°C,2000 Hrs @ 85°C,Surface Mount,1206 (3216 Metric),"0.126"" L x 0.063"" W (3.20mm x 1.60mm)","0.071"" (1.80mm)",-,A,-,General Purpose,-
399-11359-1-ND,T350C225M035AT7301,KEMET,CAP TANT 2.2UF 35V 20% RADIAL,"2,389 - Immediate",$1.29000,1,Cut Tape (CT) Alternate Packaging,"T350, UltraDip II",Active,2.2µF,±20%,35V,Conformal Coated,-,-55°C ~ 125°C,-,Through Hole,"Radial, Disc","0.197"" Dia (5.00mm)","0.331"" (8.40mm)","0.100"" (2.54mm)",C,-,General Purpose,-
399-10243-1-ND,T494C106M016AT,KEMET,CAP TANT 10UF 16V 20% 2312,"4,428 - Immediate",$1.15000,1,Cut Tape (CT) Alternate Packaging,T494,Active,10µF,±20%,16V,Molded,600 mOhm,-55°C ~ 125°C,2000 Hrs @ 125°C,Surface Mount,2312 (6032 Metric),"0.236"" L x 0.126"" W (6.00mm x 3.20mm)","0.110"" (2.80mm)",-,C,-,General Purpose,-
399-3789-1-ND,T491D336M016AT,KEMET,CAP TANT 33UF 16V 20% 2917,"7,417 - Immediate",$1.09000,1,Cut Tape (CT) Alternate Packaging,T491,Active,33µF,±20%,16V,Molded,800 mOhm,-55°C ~ 125°C,2000 Hrs @ 85°C,Surface Mount,2917 (7343 Metric),"0.287"" L x 0.169"" W (7.30mm x 4.30mm)","0.122"" (3.10mm)",-,D,-,General Purpose,-
399-3832-1-ND,T494B107M004AT,KEMET,CAP TANT 100UF 4V 20% 1411,"10,997 - Immediate",$1.40000,1,Cut Tape (CT) Alternate Packaging,T494,Active,100µF,±20%,4V,Molded,650 mOhm,-55°C ~ 125°C,2000 Hrs @ 125°C,Surface Mount,1411 (3528 Metric),"0.138"" L x 0.110"" W (3.50mm x 2.80mm)","0.083"" (2.10mm)",-,B,-,General Purpose,-
399-3839-1-ND,T494B476M010AT,KEMET,CAP TANT 47UF 10V 20% 1411,"7,430 - Immediate",$1.40000,1,Cut Tape (CT) Alternate Packaging,T494,Active,47µF,±20%,10V,Molded,650 mOhm,-55°C ~ 125°C,2000 Hrs @ 125°C,Surface Mount,1411 (3528 Metric),"0.138"" L x 0.110"" W (3.50mm x 2.80mm)","0.083"" (2.10mm)",-,B,-,General Purpose,-
399-3841-1-ND,T494B686M006AT,KEMET,CAP TANT 68UF 6.3V 20% 1411,"7,282 - Immediate",$1.40000,1,Cut Tape (CT) Alternate Packaging,T494,Active,68µF,±20%,6.3V,Molded,650 mOhm,-55°C ~ 125°C,2000 Hrs @ 125°C,Surface Mount,1411 (3528 Metric),"0.138"" L x 0.110"" W (3.50mm x 2.80mm)","0.083"" (2.10mm)",-,B,-,General Purpose,-
399-4631-1-ND,T494B227M004AT,KEMET,CAP TANT 220UF 4V 20% 1411,"4,669 - Immediate",$1.40000,1,Cut Tape (CT) Alternate Packaging,T494,Active,220µF,±20%,4V,Molded,400 mOhm,-55°C ~ 125°C,2000 Hrs @ 125°C,Surface Mount,1411 (3528 Metric),"0.138"" L x 0.110"" W (3.50mm x 2.80mm)","0.083"" (2.10mm)",-,B,-,General Purpose,-
399-10424-1-ND,T494B336K016AT,KEMET,CAP TANT 33UF 16V 10% 1411,"2,909 - Immediate",$1.40000,1,Cut Tape (CT) Alternate Packaging,T494,Active,33µF,±10%,16V,Molded,1.2 Ohm,-55°C ~ 125°C,2000 Hrs @ 125°C,Surface Mount,1411 (3528 Metric),"0.138"" L x 0.110"" W (3.50mm x 2.80mm)","0.083"" (2.10mm)",-,B,-,General Purpose,-
399-10423-1-ND,T494B336M016AT,KEMET,CAP TANT 33UF 16V 20% 1411,"2,930 - Immediate",$1.40000,1,Cut Tape (CT) Alternate Packaging,T494,Active,33µF,±20%,16V,Molded,1.2 Ohm,-55°C ~ 125°C,2000 Hrs @ 125°C,Surface Mount,1411 (3528 Metric),"0.138"" L x 0.110"" W (3.50mm x 2.80mm)","0.083"" (2.10mm)",-,B,-,General Purpose,-
399-10440-1-ND,T494B686M010AT,KEMET,CAP TANT 68UF 10V 20% 1411,"3,506 - Immediate",$1.40000,1,Cut Tape (CT) Alternate Packaging,T494,Active,68µF,±20%,10V,Molded,1.5 Ohm,-55°C ~ 125°C,2000 Hrs @ 125°C,Surface Mount,1411 (3528 Metric),"0.138"" L x 0.110"" W (3.50mm x 2.80mm)","0.083"" (2.10mm)",-,B,-,General Purpose,-
399-8324-1-ND,T491B475M020AT,KEMET,CAP TANT 4.7UF 20V 20% 1411,"2,634 - Immediate",$0.45000,1,Cut Tape (CT) Alternate Packaging,T491,Active,4.7µF,±20%,20V,Molded,3 Ohm,-55°C ~ 125°C,2000 Hrs @ 85°C,Surface Mount,1411 (3528 Metric),"0.138"" L x 0.110"" W (3.50mm x 2.80mm)","0.083"" (2.10mm)",-,B,-,General Purpose,-
399-8294-1-ND,T491A685K010AT,KEMET,CAP TANT 6.8UF 10V 10% 1206,"2,091 - Immediate",$0.45000,1,Cut Tape (CT) Alternate Packaging,T491,Active,6.8µF,±10%,10V,Molded,4 Ohm,-55°C ~ 125°C,2000 Hrs @ 85°C,Surface Mount,1206 (3216 Metric),"0.126"" L x 0.063"" W (3.20mm x 1.60mm)","0.071"" (1.80mm)",-,A,-,General Purpose,-
399-3724-1-ND,T491B475M010AT,KEMET,CAP TANT 4.7UF 10V 20% 1411,"1,552 - Immediate",$0.45000,1,Cut Tape (CT) Alternate Packaging,T491,Active,4.7µF,±20%,10V,Molded,3.5 Ohm,-55°C ~ 125°C,2000 Hrs @ 85°C,Surface Mount,1411 (3528 Metric),"0.138"" L x 0.110"" W (3.50mm x 2.80mm)","0.083"" (2.10mm)",-,B,-,General Purpose,-
399-8269-1-ND,T491A106K016AT,KEMET,CAP TANT 10UF 16V 10% 1206,"1,143 - Immediate",$0.45000,1,Cut Tape (CT) Alternate Packaging,T491,Active,10µF,±10%,16V,Molded,3 Ohm,-55°C ~ 125°C,2000 Hrs @ 85°C,Surface Mount,1206 (3216 Metric),"0.126"" L x 0.063"" W (3.20mm x 1.60mm)","0.071"" (1.80mm)",-,A,-,General Purpose,-
399-11067-1-ND,T495B106K010ATE600,KEMET,CAP TANT 10UF 10V 10% 1411,"8,939 - Immediate",$1.41000,1,Cut Tape (CT) Alternate Packaging,T495,Active,10µF,±10%,10V,Molded,600 mOhm,-55°C ~ 125°C,2000 Hrs @ 85°C,Surface Mount,1411 (3528 Metric),"0.138"" L x 0.110"" W (3.50mm x 2.80mm)","0.083"" (2.10mm)",-,B,-,General Purpose,-
399-4974-1-ND,T495B474K035ATE2K2,KEMET,CAP TANT 0.47UF 35V 10% 1411,"6,582 - Immediate",$1.41000,1,Cut Tape (CT) Alternate Packaging,T495,Active,0.47µF,±10%,35V,Molded,2.2 Ohm,-55°C ~ 125°C,2000 Hrs @ 85°C,Surface Mount,1411 (3528 Metric),"0.138"" L x 0.110"" W (3.50mm x 2.80mm)","0.083"" (2.10mm)",-,B,-,General Purpose,-
399-3770-1-ND,T491D107K016AT,KEMET,CAP TANT 100UF 16V 10% 2917,"446,726 - Immediate",$1.36000,1,Cut Tape (CT) Alternate Packaging,T491,Active,100µF,±10%,16V,Molded,700 mOhm,-55°C ~ 125°C,2000 Hrs @ 85°C,Surface Mount,2917 (7343 Metric),"0.287"" L x 0.169"" W (7.30mm x 4.30mm)","0.122"" (3.10mm)",-,D,-,General Purpose,-
399-3773-1-ND,T491D107M016AT,KEMET,CAP TANT 100UF 16V 20% 2917,"27,442 - Immediate",$1.36000,1,Cut Tape (CT) Alternate Packaging,T491,Active,100µF,±20%,16V,Molded,700 mOhm,-55°C ~ 125°C,2000 Hrs @ 85°C,Surface Mount,2917 (7343 Metric),"0.287"" L x 0.169"" W (7.30mm x 4.30mm)","0.122"" (3.10mm)",-,D,-,General Purpose,-
399-10249-1-ND,T494C335M035AT,KEMET,CAP TANT 3.3UF 35V 20% 2312,"3,392 - Immediate",$1.18000,1,Cut Tape (CT) Alternate Packaging,T494,Active,3.3µF,±20%,35V,Molded,800 mOhm,-55°C ~ 125°C,2000 Hrs @ 125°C,Surface Mount,2312 (6032 Metric),"0.236"" L x 0.126"" W (6.00mm x 3.20mm)","0.110"" (2.80mm)",-,C,-,General Purpose,-
399-8399-1-ND,T491D686M016AT,KEMET,CAP TANT 68UF 16V 20% 2917,"3,299 - Immediate",$1.18000,1,Cut Tape (CT) Alternate Packaging,T491,Active,68µF,±20%,16V,Molded,700 mOhm,-55°C ~ 125°C,2000 Hrs @ 85°C,Surface Mount,2917 (7343 Metric),"0.287"" L x 0.169"" W (7.30mm x 4.30mm)","0.122"" (3.10mm)",-,D,-,General Purpose,-
399-9735-1-ND,T491C225K050AT,KEMET,CAP TANT 2.2UF 50V 10% 2312,"3,367 - Immediate",$1.12000,1,Cut Tape (CT) Alternate Packaging,T491,Active,2.2µF,±10%,50V,Molded,3 Ohm,-55°C ~ 125°C,2000 Hrs @ 85°C,Surface Mount,2312 (6032 Metric),"0.236"" L x 0.126"" W (6.00mm x 3.20mm)","0.110"" (2.80mm)",-,C,-,General Purpose,-
399-3787-1-ND,T491D336K016AT,KEMET,CAP TANT 33UF 16V 10% 2917,"27,057 - Immediate",$1.13000,1,Cut Tape (CT) Alternate Packaging,T491,Active,33µF,±10%,16V,Molded,800 mOhm,-55°C ~ 125°C,2000 Hrs @ 85°C,Surface Mount,2917 (7343 Metric),"0.287"" L x 0.169"" W (7.30mm x 4.30mm)","0.122"" (3.10mm)",-,D,-,General Purpose,-
399-8397-1-ND,T491D686K016AT,KEMET,CAP TANT 68UF 16V 10% 2917,"4,394 - Immediate",$1.19000,1,Cut Tape (CT) Alternate Packaging,T491,Active,68µF,±10%,16V,Molded,700 mOhm,-55°C ~ 125°C,2000 Hrs @ 85°C,Surface Mount,2917 (7343 Metric),"0.287"" L x 0.169"" W (7.30mm x 4.30mm)","0.122"" (3.10mm)",-,D,-,General Purpose,-
399-10270-1-ND,T494S225M016AT,KEMET,CAP TANT 2.2UF 16V 20% 1206,"12,498 - Immediate",$1.45000,1,Cut Tape (CT) Alternate Packaging,T494,Active,2.2µF,±20%,16V,Molded,10 Ohm,-55°C ~ 125°C,2000 Hrs @ 125°C,Surface Mount,1206 (3216 Metric),"0.126"" L x 0.063"" W (3.20mm x 1.60mm)","0.047"" (1.20mm)",-,S,-,General Purpose,-
399-10203-1-ND,T491T106K010AT,KEMET,CAP TANT 10UF 10V 10% 1411,"7,434 - Immediate",$1.46000,1,Cut Tape (CT) Alternate Packaging,T491,Active,10µF,±10%,10V,Molded,5 Ohm,-55°C ~ 125°C,2000 Hrs @ 85°C,Surface Mount,1411 (3528 Metric),"0.138"" L x 0.110"" W (3.50mm x 2.80mm)","0.047"" (1.20mm)",-,T,-,General Purpose,-
399-5179-1-ND,T495A106K010ATE1K8,KEMET,CAP TANT 10UF 10V 10% 1206,"4,599 - Immediate",$1.46000,1,Cut Tape (CT) Alternate Packaging,T495,Active,10µF,±10%,10V,Molded,1.8 Ohm,-55°C ~ 125°C,2000 Hrs @ 85°C,Surface Mount,1206 (3216 Metric),"0.126"" L x 0.063"" W (3.20mm x 1.60mm)","0.071"" (1.80mm)",-,A,-,General Purpose,-
399-8488-1-ND,T495A475K010ATE1K3,KEMET,CAP TANT 4.7UF 10V 10% 1206,"2,706 - Immediate",$1.46000,1,Cut Tape (CT) Alternate Packaging,T495,Active,4.7µF,±10%,10V,Molded,1.3 Ohm,-55°C ~ 125°C,2000 Hrs @ 85°C,Surface Mount,1206 (3216 Metric),"0.126"" L x 0.063"" W (3.20mm x 1.60mm)","0.071"" (1.80mm)",-,A,-,General Purpose,-
399-10520-1-ND,T495A475K010ATE1K4,KEMET,CAP TANT 4.7UF 10V 10% 1206,"2,750 - Immediate",$1.46000,1,Cut Tape (CT) Alternate Packaging,T495,Active,4.7µF,±10%,10V,Molded,1.4 Ohm,-55°C ~ 125°C,2000 Hrs @ 85°C,Surface Mount,1206 (3216 Metric),"0.126"" L x 0.063"" W (3.20mm x 1.60mm)","0.071"" (1.80mm)",-,A,-,General Purpose,-
399-8328-1-ND,T491B685K016AT,KEMET,CAP TANT 6.8UF 16V 10% 1411,"1,145 - Immediate",$0.47000,1,Cut Tape (CT) Alternate Packaging,T491,Active,6.8µF,±10%,16V,Molded,2.5 Ohm,-55°C ~ 125°C,2000 Hrs @ 85°C,Surface Mount,1411 (3528 Metric),"0.138"" L x 0.110"" W (3.50mm x 2.80mm)","0.083"" (2.10mm)",-,B,-,General Purpose,-
399-8455-1-ND,T494C106K016AT,KEMET,CAP TANT 10UF 16V 10% 2312,"2,703 - Immediate",$1.21000,1,Cut Tape (CT) Alternate Packaging,T494,Active,10µF,±10%,16V,Molded,600 mOhm,-55°C ~ 125°C,2000 Hrs @ 125°C,Surface Mount,2312 (6032 Metric),"0.236"" L x 0.126"" W (6.00mm x 3.20mm)","0.110"" (2.80mm)",-,C,-,General Purpose,-
399-9762-1-ND,T494C335K035AT,KEMET,CAP TANT 3.3UF 35V 10% 2312,"3,299 - Immediate",$1.21000,1,Cut Tape (CT) Alternate Packaging,T494,Active,3.3µF,±10%,35V,Molded,1.2 Ohm,-55°C ~ 125°C,2000 Hrs @ 125°C,Surface Mount,2312 (6032 Metric),"0.236"" L x 0.126"" W (6.00mm x 3.20mm)","0.110"" (2.80mm)",-,C,-,General Purpose,-
399-9760-1-ND,T494C106K010AT,KEMET,CAP TANT 10UF 10V 10% 2312,"2,033 - Immediate",$1.21000,1,Cut Tape (CT) Alternate Packaging,T494,Active,10µF,±10%,10V,Molded,600 mOhm,-55°C ~ 125°C,2000 Hrs @ 125°C,Surface Mount,2312 (6032 Metric),"0.236"" L x 0.126"" W (6.00mm x 3.20mm)","0.110"" (2.80mm)",-,C,-,General Purpose,-
399-11365-1-ND,T350F226M016AT7301,KEMET,CAP TANT 22UF 16V 20% RADIAL,"2,452 - Immediate",$1.38000,1,Cut Tape (CT) Alternate Packaging,"T350, UltraDip II",Active,22µF,±20%,16V,Conformal Coated,2 Ohm,-55°C ~ 125°C,-,Through Hole,"Radial, Disc","0.236"" Dia (6.00mm)","0.390"" (9.90mm)","0.100"" (2.54mm)",F,-,General Purpose,-
399-5126-1-ND,T494B106K025AT,KEMET,CAP TANT 10UF 25V 10% 1411,"6,609 - Immediate",$1.48000,1,Cut Tape (CT) Alternate Packaging,T494,Active,10µF,±10%,25V,Molded,3 Ohm,-55°C ~ 125°C,2000 Hrs @ 125°C,Surface Mount,1411 (3528 Metric),"0.138"" L x 0.110"" W (3.50mm x 2.80mm)","0.083"" (2.10mm)",-,B,-,General Purpose,-
399-5299-1-ND,T494B156K025AT,KEMET,CAP TANT 15UF 25V 10% 1411,"2,863 - Immediate",$1.48000,1,Cut Tape (CT) Alternate Packaging,T494,Active,15µF,±10%,25V,Molded,3 Ohm,-55°C ~ 125°C,2000 Hrs @ 125°C,Surface Mount,1411 (3528 Metric),"0.138"" L x 0.110"" W (3.50mm x 2.80mm)","0.083"" (2.10mm)",-,B,-,General Purpose,-
399-10426-1-ND,T494B107K006AT,KEMET,CAP TANT 100UF 6.3V 10% 1411,"3,660 - Immediate",$1.48000,1,Cut Tape (CT) Alternate Packaging,T494,Active,100µF,±10%,6.3V,Molded,1.5 Ohm,-55°C ~ 125°C,2000 Hrs @ 125°C,Surface Mount,1411 (3528 Metric),"0.138"" L x 0.110"" W (3.50mm x 2.80mm)","0.083"" (2.10mm)",-,B,-,General Purpose,-
399-10401-1-ND,T495C107K006ATE150,KEMET,CAP TANT 100UF 6.3V 10% 2312,"8,219 - Immediate",$1.23000,1,Cut Tape (CT) Alternate Packaging,T495,Active,100µF,±10%,6.3V,Molded,150 mOhm,-55°C ~ 125°C,2000 Hrs @ 85°C,Surface Mount,2312 (6032 Metric),"0.236"" L x 0.126"" W (6.00mm x 3.20mm)","0.110"" (2.80mm)",-,C,-,General Purpose,-
399-9944-1-ND,T356B395K016AT7301,KEMET,CAP TANT 3.9UF 16V 10% RADIAL,"2,370 - Immediate",$1.40000,1,Cut Tape (CT) Alternate Packaging,"T356, UltraDip II",Active,3.9µF,±10%,16V,Conformal Coated,-,-55°C ~ 125°C,-,Through Hole,"Radial, Disc","0.175"" Dia (4.45mm)","0.350"" (8.90mm)","0.200"" (5.08mm)",B,-,General Purpose,-
399-8400-1-ND,T491T106K016AT,KEMET,CAP TANT 10UF 16V 10% 1411,"11,022 - Immediate",$1.51000,1,Cut Tape (CT) Alternate Packaging,T491,Active,10µF,±10%,16V,Molded,8 Ohm,-55°C ~ 125°C,2000 Hrs @ 85°C,Surface Mount,1411 (3528 Metric),"0.138"" L x 0.110"" W (3.50mm x 2.80mm)","0.047"" (1.20mm)",-,T,-,General Purpose,-
399-9715-1-ND,T491A335M010AT,KEMET,CAP TANT 3.3UF 10V 20% 1206,"2,000 - Immediate",$0.49000,1,Cut Tape (CT) Alternate Packaging,T491,Active,3.3µF,±20%,10V,Molded,5.5 Ohm,-55°C ~ 125°C,2000 Hrs @ 85°C,Surface Mount,1206 (3216 Metric),"0.126"" L x 0.063"" W (3.20mm x 1.60mm)","0.071"" (1.80mm)",-,A,-,General Purpose,-
399-3880-1-ND,T495D226K035ATE300,KEMET,CAP TANT 22UF 35V 10% 2917,"86,456 - Immediate",$1.48000,1,Cut Tape (CT) Alternate Packaging,T495,Active,22µF,±10%,35V,Molded,300 mOhm,-55°C ~ 125°C,2000 Hrs @ 85°C,Surface Mount,2917 (7343 Metric),"0.287"" L x 0.169"" W (7.30mm x 4.30mm)","0.122"" (3.10mm)",-,D,-,General Purpose,-
399-4762-1-ND,T498C226K016ATE1K0,KEMET,CAP TANT 22UF 16V 10% 2312,"8,295 - Immediate",$1.28000,1,Cut Tape (CT) Alternate Packaging,T498,Active,22µF,±10%,16V,Molded,1 Ohm,-55°C ~ 150°C,2000 Hrs @ 150°C,Surface Mount,2312 (6032 Metric),"0.236"" L x 0.126"" W (6.00mm x 3.20mm)","0.110"" (2.80mm)",-,C,AEC-Q200,General Purpose,-
399-4764-1-ND,T498C106K025ATE1K1,KEMET,CAP TANT 10UF 25V 10% 2312,"5,569 - Immediate",$1.28000,1,Cut Tape (CT) Alternate Packaging,T498,Active,10µF,±10%,25V,Molded,1.1 Ohm,-55°C ~ 150°C,2000 Hrs @ 150°C,Surface Mount,2312 (6032 Metric),"0.236"" L x 0.126"" W (6.00mm x 3.20mm)","0.110"" (2.80mm)",-,C,AEC-Q200,General Purpose,-
399-3843-1-ND,T494C106M025AT,KEMET,CAP TANT 10UF 25V 20% 2312,"17,075 - Immediate",$1.29000,1,Cut Tape (CT) Alternate Packaging,T494,Active,10µF,±20%,25V,Molded,600 mOhm,-55°C ~ 125°C,2000 Hrs @ 125°C,Surface Mount,2312 (6032 Metric),"0.236"" L x 0.126"" W (6.00mm x 3.20mm)","0.110"" (2.80mm)",-,C,-,General Purpose,-
399-10253-1-ND,T494C336M010AT,KEMET,CAP TANT 33UF 10V 20% 2312,"7,637 - Immediate",$1.29000,1,Cut Tape (CT) Alternate Packaging,T494,Active,33µF,±20%,10V,Molded,300 mOhm,-55°C ~ 125°C,2000 Hrs @ 125°C,Surface Mount,2312 (6032 Metric),"0.236"" L x 0.126"" W (6.00mm x 3.20mm)","0.110"" (2.80mm)",-,C,-,General Purpose,-
399-3847-1-ND,T494C226M016AT,KEMET,CAP TANT 22UF 16V 20% 2312,"4,552 - Immediate",$1.29000,1,Cut Tape (CT) Alternate Packaging,T494,Active,22µF,±20%,16V,Molded,350 mOhm,-55°C ~ 125°C,2000 Hrs @ 125°C,Surface Mount,2312 (6032 Metric),"0.236"" L x 0.126"" W (6.00mm x 3.20mm)","0.110"" (2.80mm)",-,C,-,General Purpose,-
399-3833-1-ND,T494B107M006AT,KEMET,CAP TANT 100UF 6.3V 20% 1411,"12,049 - Immediate",$1.57000,1,Cut Tape (CT) Alternate Packaging,T494,Active,100µF,±20%,6.3V,Molded,1.5 Ohm,-55°C ~ 125°C,2000 Hrs @ 125°C,Surface Mount,1411 (3528 Metric),"0.138"" L x 0.110"" W (3.50mm x 2.80mm)","0.083"" (2.10mm)",-,B,-,General Purpose,-
399-8272-1-ND,T491A156K010AT,KEMET,CAP TANT 15UF 10V 10% 1206,"3,187 - Immediate",$0.51000,1,Cut Tape (CT) Alternate Packaging,T491,Active,15µF,±10%,10V,Molded,6 Ohm,-55°C ~ 125°C,2000 Hrs @ 85°C,Surface Mount,1206 (3216 Metric),"0.126"" L x 0.063"" W (3.20mm x 1.60mm)","0.071"" (1.80mm)",-,A,-,General Purpose,-
399-10251-1-ND,T494C336K010AT,KEMET,CAP TANT 33UF 10V 10% 2312,"13,294 - Immediate",$1.34000,1,Cut Tape (CT) Alternate Packaging,T494,Active,33µF,±10%,10V,Molded,300 mOhm,-55°C ~ 125°C,2000 Hrs @ 125°C,Surface Mount,2312 (6032 Metric),"0.236"" L x 0.126"" W (6.00mm x 3.20mm)","0.110"" (2.80mm)",-,C,-,General Purpose,-
399-10254-1-ND,T494C475M035AT,KEMET,CAP TANT 4.7UF 35V 20% 2312,"2,321 - Immediate",$1.34000,1,Cut Tape (CT) Alternate Packaging,T494,Active,4.7µF,±20%,35V,Molded,700 mOhm,-55°C ~ 125°C,2000 Hrs @ 125°C,Surface Mount,2312 (6032 Metric),"0.236"" L x 0.126"" W (6.00mm x 3.20mm)","0.110"" (2.80mm)",-,C,-,General Purpose,-
