ManufacturerName,DKPartNumber,QuantityOnHand,AvailableOnOrder,Url
"{'Id': '478', 'Text': 'AVX Corporation'}",478-8630-2-ND,10000,0,www.digikey.com/product-detail/en/avx-corporation/F980G106MUA/478-8630-2-ND/4005411
